stage,file,line,helper,args,context
05,14011eef0_stage_05_gameplay_update_candidate.c,338,stage_spawn_dispatch_candidate,"0x48,0x960,0x1e0,0x96",if ((int)uVar6 == 0x16a8) {
05,14011eef0_stage_05_gameplay_update_candidate.c,354,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0xf1 + 0x78,0xffffffec",if (uVar4 == 0) {
05,14011eef0_stage_05_gameplay_update_candidate.c,359,stage_spawn_dispatch_candidate,"0x47,0x960,0xf0,0x96",if ((int)uVar6 == 0x17d4) {
05,14011eef0_stage_05_gameplay_update_candidate.c,364,stage_spawn_dispatch_candidate,"0x4f,60000,0x168,200",if ((int)uVar6 == 0x17d4) { | if (uVar4 == 0x18ce) {
05,14011eef0_stage_05_gameplay_update_candidate.c,377,stage_spawn_dispatch_candidate,"0x46,2000,DAT_140e9fd1c % 0x65 - 0x15e, ((DAT_140e9fd18 >> 0xb ^ uVar4) >> 8 ^ DAT_140e9fd18 ^ uVar4) % 0x65",if (((int)uVar4 < 0x1de2) && (uVar7 == ((int)uVar7 / 0x96) * 0x96)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,391,stage_spawn_dispatch_candidate,"0x46,2000,DAT_140e9fd1c % 0x65 + 0x3ca, ((DAT_140e9fd18 >> 0xb ^ uVar4) >> 8 ^ DAT_140e9fd18 ^ uVar4) % 0x65",if ((uVar4 < 0x497) && (uVar4 == ((int)uVar4 / 0x96) * 0x96)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,404,stage_spawn_dispatch_candidate,"0x45,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((0x513 < uVar4) || (uVar4 != ((int)uVar4 / 0x11) * 0x11)) goto LAB_1401207da;
05,14011eef0_stage_05_gameplay_update_candidate.c,409,stage_spawn_dispatch_candidate,"0x46,0x898,0xffffff9c,100",if ((int)uVar6 == 0x1e3c) {
05,14011eef0_stage_05_gameplay_update_candidate.c,413,stage_spawn_dispatch_candidate,"0x46,0x898,0xffffff06,0x4b",if ((int)uVar6 == 0x1e3c) { | if ((int)uVar6 == 0x1e50) {
05,14011eef0_stage_05_gameplay_update_candidate.c,417,stage_spawn_dispatch_candidate,"0x46,0x898,0xfffffe70,0x32",if ((int)uVar6 == 0x1e50) { | if ((int)uVar6 == 0x1e64) {
05,14011eef0_stage_05_gameplay_update_candidate.c,421,stage_spawn_dispatch_candidate,"0x46,0x898,0x334,0x4b",if ((int)uVar6 == 0x1e64) { | if ((int)uVar6 == 0x1eaa) {
05,14011eef0_stage_05_gameplay_update_candidate.c,425,stage_spawn_dispatch_candidate,"0x46,0x898,0x3ca,0x32",if ((int)uVar6 == 0x1eaa) { | if ((int)uVar6 == 0x1ebe) {
05,14011eef0_stage_05_gameplay_update_candidate.c,429,stage_spawn_dispatch_candidate,"0x46,0x898,0x460,0x19",if ((int)uVar6 == 0x1ebe) { | if ((int)uVar6 == 0x1ed2) {
05,14011eef0_stage_05_gameplay_update_candidate.c,433,stage_spawn_dispatch_candidate,"0x46,0x640,0xfffffe70,100",if ((int)uVar6 == 0x1ed2) { | if ((int)uVar6 == 8000) {
05,14011eef0_stage_05_gameplay_update_candidate.c,434,stage_spawn_dispatch_candidate,"0x46,0x640,0x460,0x78",if ((int)uVar6 == 0x1ed2) { | if ((int)uVar6 == 8000) {
05,14011eef0_stage_05_gameplay_update_candidate.c,438,stage_spawn_dispatch_candidate,"0x46,0x640,0xffffff06,100",if ((int)uVar6 == 8000) { | if ((int)uVar6 == 0x1f72) {
05,14011eef0_stage_05_gameplay_update_candidate.c,439,stage_spawn_dispatch_candidate,"0x46,0x640,0x3ca,0x3c",if ((int)uVar6 == 8000) { | if ((int)uVar6 == 0x1f72) {
05,14011eef0_stage_05_gameplay_update_candidate.c,443,stage_spawn_dispatch_candidate,"0x46,0x640,0xffffff9c,100",if ((int)uVar6 == 0x1f72) { | if ((int)uVar6 == 0x1fa4) {
05,14011eef0_stage_05_gameplay_update_candidate.c,444,stage_spawn_dispatch_candidate,"0x46,0x640,0x334,0",if ((int)uVar6 == 0x1f72) { | if ((int)uVar6 == 0x1fa4) {
05,14011eef0_stage_05_gameplay_update_candidate.c,448,stage_spawn_dispatch_candidate,"0x47,0x960,0xf0,200",if ((int)uVar6 == 0x1fa4) { | if ((int)uVar6 == 0x203a) {
05,14011eef0_stage_05_gameplay_update_candidate.c,452,stage_spawn_dispatch_candidate,"0x48,0x960,0x1e0,0x96",if ((int)uVar6 == 0x203a) { | if ((int)uVar6 == 0x20d0) {
05,14011eef0_stage_05_gameplay_update_candidate.c,463,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0xfb + 0xa0,0xffffffec",if ((uVar4 < 100) && (uVar4 == ((int)uVar4 / 10) * 10)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,474,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x15f + 0x136,0xffffffec",if ((uVar4 < 100) && (uVar4 == ((int)uVar4 / 10) * 10)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,478,stage_spawn_dispatch_candidate,"0x4a,8000,0x136,0",if ((int)uVar6 == 0x2260) {
05,14011eef0_stage_05_gameplay_update_candidate.c,494,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if (uVar4 == 0) {
05,14011eef0_stage_05_gameplay_update_candidate.c,499,stage_spawn_dispatch_candidate,"0x4d,6000,0x366,0",if ((int)uVar6 == 0x23f0) {
05,14011eef0_stage_05_gameplay_update_candidate.c,503,stage_spawn_dispatch_candidate,"0x46,0x898,0xffffff06,100",if ((int)uVar6 == 0x23f0) { | if ((int)uVar6 == 0x24ea) {
05,14011eef0_stage_05_gameplay_update_candidate.c,507,stage_spawn_dispatch_candidate,"0x46,0x898,0xfffffe70,0x32",if ((int)uVar6 == 0x24ea) { | if ((int)uVar6 == 0x2508) {
05,14011eef0_stage_05_gameplay_update_candidate.c,511,stage_spawn_dispatch_candidate,"0x46,0x898,0x3ca,100",if ((int)uVar6 == 0x2508) { | if ((int)uVar6 == 0x254e) {
05,14011eef0_stage_05_gameplay_update_candidate.c,515,stage_spawn_dispatch_candidate,"0x46,0x898,0x460,0x32",if ((int)uVar6 == 0x254e) { | if ((int)uVar6 == 0x256c) {
05,14011eef0_stage_05_gameplay_update_candidate.c,526,stage_spawn_dispatch_candidate,"0x45,300,0xffffffec,DAT_140e9fd1c % 0x97 + 100",if ((uVar4 < 100) && (uVar4 == ((int)uVar4 / 0x11) * 0x11)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,537,stage_spawn_dispatch_candidate,"0x45,300,DAT_140e9fd1c % 0x12d + 0x104,0xffffffec",if ((uVar4 < 0x78) && (uVar4 == ((int)uVar4 / 0x13) * 0x13)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,541,stage_spawn_dispatch_candidate,"0x4a,10000,0x136,0",if ((int)uVar6 == 0x26ac) {
05,14011eef0_stage_05_gameplay_update_candidate.c,545,stage_spawn_dispatch_candidate,"0x4d,6000,0xffffff6a,0",if ((int)uVar6 == 0x26ac) { | if ((int)uVar6 == 0x27a6) {
05,14011eef0_stage_05_gameplay_update_candidate.c,556,stage_spawn_dispatch_candidate,"0x45,300,0x2e4,DAT_140e9fd1c % 0x97 + 100",if ((uVar4 < 0x96) && (uVar4 == ((int)uVar4 / 0x13) * 0x13)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,567,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar4 < 0xa0) && (uVar4 == ((int)uVar4 / 10) * 10)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,571,stage_spawn_dispatch_candidate,"0x46,0x898,0xfffffe70,100",if ((int)uVar6 == 0x29fe) {
05,14011eef0_stage_05_gameplay_update_candidate.c,575,stage_spawn_dispatch_candidate,"0x46,0x898,0xffffff06,0x32",if ((int)uVar6 == 0x29fe) { | if ((int)uVar6 == 0x2a1c) {
05,14011eef0_stage_05_gameplay_update_candidate.c,579,stage_spawn_dispatch_candidate,"0x46,0x898,0xffffff9c,0",if ((int)uVar6 == 0x2a1c) { | if ((int)uVar6 == 0x2a3a) {
05,14011eef0_stage_05_gameplay_update_candidate.c,591,stage_spawn_dispatch_candidate,"0x45,300,DAT_140e9fd1c % 0x1e1 + 0x78,0xffffffec",if ((uVar7 < 200) && (uVar7 == ((int)uVar7 / 0x11) * 0x11)) {
05,14011eef0_stage_05_gameplay_update_candidate.c,595,stage_spawn_dispatch_candidate,"8,5000,0x104,0",if (uVar4 == 0x2b5c) {
05,14011eef0_stage_05_gameplay_update_candidate.c,21,stage_intro_banner_event_candidate,"DAT_140e445c0 + (DAT_1407c7798 + 9) * 10,DAT_140e445c0,DAT_140e418c8,0x32,0xe6,0",
06,140121660_stage_06_gameplay_update_candidate.c,80,stage_spawn_dispatch_candidate,"0x57,0x960,0x230,0xffffff6a",if (DAT_140e418c8 == 0xfa) {
06,140121660_stage_06_gameplay_update_candidate.c,83,stage_spawn_dispatch_candidate,"0x57,0x960,0x2f8,0xffffff6a",if (DAT_140e418c8 == 0xfa) { | if (DAT_140e418c8 == 0x118) {
06,140121660_stage_06_gameplay_update_candidate.c,94,stage_spawn_dispatch_candidate,"0x1a,300,DAT_140e9fd1c % 0x1c3 + 0x6e,0xffffffec",if ((uVar5 < 0x50) && (uVar5 == ((int)uVar5 / 0xe) * 0xe)) {
06,140121660_stage_06_gameplay_update_candidate.c,105,stage_spawn_dispatch_candidate,"0xb,300,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 0x46) && (uVar5 == ((int)uVar5 / 0xc) * 0xc)) {
06,140121660_stage_06_gameplay_update_candidate.c,109,stage_spawn_dispatch_candidate,"0x58,0x960,0xa0,0xffffff6a",if ((int)uVar11 == 0x24e) {
06,140121660_stage_06_gameplay_update_candidate.c,113,stage_spawn_dispatch_candidate,"0x58,0x960,0xffffffd8,0xffffff6a",if ((int)uVar11 == 0x24e) { | if ((int)uVar11 == 0x262) {
06,140121660_stage_06_gameplay_update_candidate.c,124,stage_spawn_dispatch_candidate,"0xd,300,0x2e4,DAT_140e9fd1c % 0x65 + 0xfa",if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,135,stage_spawn_dispatch_candidate,"0xd,300,0xffffffec,DAT_140e9fd1c % 0x65 + 300",if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,139,stage_spawn_dispatch_candidate,"7,5000,0x104,0",if ((int)uVar11 == 900) {
06,140121660_stage_06_gameplay_update_candidate.c,143,stage_spawn_dispatch_candidate,"0x57,0x960,0x294,0xffffff6a",if ((int)uVar11 == 900) { | if ((int)uVar11 == 1000) {
06,140121660_stage_06_gameplay_update_candidate.c,147,stage_spawn_dispatch_candidate,"0x57,0x960,0x348,0xffffff4c",if ((int)uVar11 == 1000) { | if ((int)uVar11 == 0x3fc) {
06,140121660_stage_06_gameplay_update_candidate.c,193,stage_spawn_dispatch_candidate,"0x5a,0x44c,(int)*(float *)(&local_158 + lVar6), (int)*(float *)((longlong)&local_158 + lVar6 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,200,stage_spawn_dispatch_candidate,"0x5d,0xc80,(int)*(float *)(&local_88 + lVar7), (int)*(float *)((longlong)&local_88 + lVar7 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,207,stage_spawn_dispatch_candidate,"0x5e,0x15e0,(int)*(float *)(&local_1a8 + lVar6), (int)*(float *)((longlong)&local_1a8 + lVar6 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,212,stage_spawn_dispatch_candidate,"0x5f,0x2b5c,0x168,0xffffee76",
06,140121660_stage_06_gameplay_update_candidate.c,217,stage_spawn_dispatch_candidate,"0x5c,800,0x302,(int)uVar11 + -0x64a",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,222,stage_spawn_dispatch_candidate,"0x5c,800,0x302,(int)uVar11 + -0x6b8",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,227,stage_spawn_dispatch_candidate,"0x5c,800,0xffffffce,(int)uVar11 + -0xa3c",if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,232,stage_spawn_dispatch_candidate,"0x5c,800,0xffffffce,(int)uVar11 + -0xaa5",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,237,stage_spawn_dispatch_candidate,"0x5b,800,0x302,(int)uVar11 + -0xeec",if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,242,stage_spawn_dispatch_candidate,"0x5b,800,0xffffffce,(int)uVar11 + -0xf5a",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,247,stage_spawn_dispatch_candidate,"0x5b,800,0xffffffce,(int)uVar11 + -0x1252",if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,252,stage_spawn_dispatch_candidate,"0x5b,800,0x302,(int)uVar11 + -0x12c0",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 0x2f8) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,263,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar5 < 0xf0) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,267,stage_spawn_dispatch_candidate,"0x57,0x898,0x1ae,0xffffff88",if ((int)uVar11 == 0x6a4) {
06,140121660_stage_06_gameplay_update_candidate.c,268,stage_spawn_dispatch_candidate,"0x57,0x898,0x244,0xffffff60",if ((int)uVar11 == 0x6a4) {
06,140121660_stage_06_gameplay_update_candidate.c,279,stage_spawn_dispatch_candidate,"0xb,300,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 0x78) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
06,140121660_stage_06_gameplay_update_candidate.c,290,stage_spawn_dispatch_candidate,"0x1a,300,DAT_140e9fd1c % 0x15f + 0x136,0xffffffec",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
06,140121660_stage_06_gameplay_update_candidate.c,294,stage_spawn_dispatch_candidate,"0x59,0x22b8,0xffffff9c,200",if ((int)uVar11 == 0xc80) {
06,140121660_stage_06_gameplay_update_candidate.c,305,stage_spawn_dispatch_candidate,"0xc,300,DAT_140e9fd1c % 0x191 + 0xd2,0xffffffec",if ((uVar5 < 300) && (uVar5 == ((int)uVar5 / 0x2c) * 0x2c)) {
06,140121660_stage_06_gameplay_update_candidate.c,309,stage_spawn_dispatch_candidate,"0x59,0x22b8,0x334,200",if ((int)uVar11 == 0xd70) {
06,140121660_stage_06_gameplay_update_candidate.c,320,stage_spawn_dispatch_candidate,"0xd,300,0x2e4,DAT_140e9fd1c % 0x65 + 300",if ((uVar5 < 200) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,331,stage_spawn_dispatch_candidate,"0xd,300,0xffffffec,DAT_140e9fd1c % 0x65 + 300",if ((uVar5 < 0x96) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,335,stage_spawn_dispatch_candidate,"0x58,0x960,0x168,0xffffff88",if ((int)uVar11 == 0x10cc) {
06,140121660_stage_06_gameplay_update_candidate.c,339,stage_spawn_dispatch_candidate,"0x58,0x960,0xd2,0xffffff6a",if ((int)uVar11 == 0x10cc) { | if ((int)uVar11 == 0x10fe) {
06,140121660_stage_06_gameplay_update_candidate.c,343,stage_spawn_dispatch_candidate,"0x58,0x960,0x3c,0xffffff4c",if ((int)uVar11 == 0x10fe) { | if ((int)uVar11 == 0x1130) {
06,140121660_stage_06_gameplay_update_candidate.c,354,stage_spawn_dispatch_candidate,"0xb,300,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
06,140121660_stage_06_gameplay_update_candidate.c,365,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 10) * 10)) {
06,140121660_stage_06_gameplay_update_candidate.c,376,stage_spawn_dispatch_candidate,"0x1a,300,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar5 < 0xf0) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
06,140121660_stage_06_gameplay_update_candidate.c,400,stage_spawn_dispatch_candidate,"0xb,400,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec","if ((DAT_140e418cc != 0) || (uVar12 = uVar5 - 0x1900, 0x76b < uVar12)) goto LAB_140122b98; | if (uVar12 == ((int)uVar12 / 0x27) * 0x27) {"
06,140121660_stage_06_gameplay_update_candidate.c,405,stage_spawn_dispatch_candidate,"0x57,2000,0x1a4,0xffffff4c",if ((uVar5 < 0x6a4) && (uVar5 == ((int)uVar5 / 400) * 400)) {
06,140121660_stage_06_gameplay_update_candidate.c,406,stage_spawn_dispatch_candidate,"0x57,2000,0x262,0xffffff6a",if ((uVar5 < 0x6a4) && (uVar5 == ((int)uVar5 / 400) * 400)) {
06,140121660_stage_06_gameplay_update_candidate.c,407,stage_spawn_dispatch_candidate,"0x57,2000,800,0xffffff88",if ((uVar5 < 0x6a4) && (uVar5 == ((int)uVar5 / 400) * 400)) {
06,140121660_stage_06_gameplay_update_candidate.c,412,stage_spawn_dispatch_candidate,"0x58,2000,300,0xffffff88",if ((uVar5 < 0x6a4) && (uVar5 == ((int)uVar5 / 400) * 400)) { | if ((0x5db < uVar5) || (uVar5 != ((int)uVar5 / 400) * 400)) goto LAB_140122b98;
06,140121660_stage_06_gameplay_update_candidate.c,413,stage_spawn_dispatch_candidate,"0x58,2000,0x6e,0xffffff6a",if ((0x5db < uVar5) || (uVar5 != ((int)uVar5 / 400) * 400)) goto LAB_140122b98;
06,140121660_stage_06_gameplay_update_candidate.c,414,stage_spawn_dispatch_candidate,"0x58,2000,0xffffffb0,0xffffff4c",if ((0x5db < uVar5) || (uVar5 != ((int)uVar5 / 400) * 400)) goto LAB_140122b98;
06,140121660_stage_06_gameplay_update_candidate.c,456,stage_spawn_dispatch_candidate,"0x5a,0x44c,(int)*(float *)(&local_158 + lVar6), (int)*(float *)((longlong)&local_158 + lVar6 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,463,stage_spawn_dispatch_candidate,"0x5d,0xc80,(int)*(float *)(&local_180 + lVar7), (int)*(float *)((longlong)&local_180 + lVar7 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,469,stage_spawn_dispatch_candidate,"0x5e,0x15e0,(int)*(float *)(&local_1a8 + lVar8), (int)*(float *)((longlong)&local_1a8 + lVar8 * 8 + 4)",
06,140121660_stage_06_gameplay_update_candidate.c,474,stage_spawn_dispatch_candidate,"0x5f,13000,0xf0,0xfffffb1e",
06,140121660_stage_06_gameplay_update_candidate.c,475,stage_spawn_dispatch_candidate,"0x5f,0x30d4,500,0xfffff399",
06,140121660_stage_06_gameplay_update_candidate.c,480,stage_spawn_dispatch_candidate,"0x5b,800,0x302,(int)uVar11 + -0x245e",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,485,stage_spawn_dispatch_candidate,"0x5b,800,0xffffffce,(int)uVar11 + -0x25da",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
06,140121660_stage_06_gameplay_update_candidate.c,489,stage_spawn_dispatch_candidate,"0x59,8000,0x334,200",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) { | if ((int)uVar11 == 0x2260) {
06,140121660_stage_06_gameplay_update_candidate.c,493,stage_spawn_dispatch_candidate,"0xf,5000,0xffffff88,0x78",if ((int)uVar11 == 0x2260) { | if ((int)uVar11 == 0x23f0) {
06,140121660_stage_06_gameplay_update_candidate.c,504,stage_spawn_dispatch_candidate,"0xb,300,0x2e4,DAT_140e9fd1c % 0xc9 + 0x96",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0xd) * 0xd)) {
06,140121660_stage_06_gameplay_update_candidate.c,515,stage_spawn_dispatch_candidate,"0xb,300,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0xd) * 0xd)) {
06,140121660_stage_06_gameplay_update_candidate.c,519,stage_spawn_dispatch_candidate,"0x57,0x640,0x168,0xffffff9c",if ((int)uVar11 == 0x2774) {
06,140121660_stage_06_gameplay_update_candidate.c,520,stage_spawn_dispatch_candidate,"0x57,0x640,0x230,0xffffff9c",if ((int)uVar11 == 0x2774) {
06,140121660_stage_06_gameplay_update_candidate.c,521,stage_spawn_dispatch_candidate,"0x57,0x640,0x2f8,0xffffff9c",if ((int)uVar11 == 0x2774) {
06,140121660_stage_06_gameplay_update_candidate.c,522,stage_spawn_dispatch_candidate,"0x57,0x640,0x1cc,0xffffff24",if ((int)uVar11 == 0x2774) {
06,140121660_stage_06_gameplay_update_candidate.c,523,stage_spawn_dispatch_candidate,"0x57,0x640,0x294,0xffffff24",if ((int)uVar11 == 0x2774) {
06,140121660_stage_06_gameplay_update_candidate.c,528,stage_spawn_dispatch_candidate,"0xc,300,0x3c,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,529,stage_spawn_dispatch_candidate,"0xc,300,0xb4,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,530,stage_spawn_dispatch_candidate,"0xc,300,300,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,531,stage_spawn_dispatch_candidate,"0xc,300,0x1a4,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,532,stage_spawn_dispatch_candidate,"0xc,300,0x21c,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,533,stage_spawn_dispatch_candidate,"0xc,300,0x294,0xffffffec",if (((iVar10 == 0x283c) || (iVar10 == 0x288c)) || (iVar10 == 0x28dc)) {
06,140121660_stage_06_gameplay_update_candidate.c,537,stage_spawn_dispatch_candidate,"0x59,7000,0xffffff9c,200",if ((int)uVar11 == 0x2936) {
06,140121660_stage_06_gameplay_update_candidate.c,541,stage_spawn_dispatch_candidate,"0x59,7000,0x334,200",if ((int)uVar11 == 0x2936) { | if ((int)uVar11 == 0x2968) {
06,140121660_stage_06_gameplay_update_candidate.c,553,stage_spawn_dispatch_candidate,"0xc,300,DAT_140e9fd1c % 0x191 + 0x50,0xffffffec",if ((uVar12 < 0xdc) && (uVar12 == ((int)uVar12 / 0x1e) * 0x1e)) {
06,140121660_stage_06_gameplay_update_candidate.c,557,stage_spawn_dispatch_candidate,"8,5000,0x1cc,0",if (uVar5 == 0x2e18) {
06,140121660_stage_06_gameplay_update_candidate.c,77,stage_intro_banner_event_candidate,"DAT_140e445c0 + (DAT_1407c7798 + 9) * 10,DAT_140e445c0,DAT_140e418c8,0x32,0xe6,0",
07,140123620_stage_07_gameplay_update_candidate.c,28,stage_spawn_dispatch_candidate,"0x74,0x4b0,(int)(uVar7 * 6) % 0x168 + 0xb4,0x334",if ((uVar7 < 0x82) && (uVar7 == ((int)uVar7 / 0x13) * 0x13)) {
07,140123620_stage_07_gameplay_update_candidate.c,32,stage_spawn_dispatch_candidate,"0x71,0x1130,0x1e0,200",if ((uVar7 < 0x82) && (uVar7 == ((int)uVar7 / 0x13) * 0x13)) { | if ((int)uVar9 == 500) {
07,140123620_stage_07_gameplay_update_candidate.c,36,stage_spawn_dispatch_candidate,"0x71,0x1130,0xd2,0x10e",if ((int)uVar9 == 500) { | if ((int)uVar9 == 0x244) {
07,140123620_stage_07_gameplay_update_candidate.c,47,stage_spawn_dispatch_candidate,"0x70,700,0x2e4,DAT_140e9fd1c % 0xc9 + 100",if ((uVar7 < 100) && (uVar7 == ((int)uVar7 / 0x23) * 0x23)) {
07,140123620_stage_07_gameplay_update_candidate.c,58,stage_spawn_dispatch_candidate,"0x70,700,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar7 < 100) && (uVar7 == ((int)uVar7 / 0x23) * 0x23)) {
07,140123620_stage_07_gameplay_update_candidate.c,63,stage_spawn_dispatch_candidate,"0x74,0x4b0,(int)(uVar7 * 6) % 0x168 + 0xb4,0x334",if ((uVar7 < 0x82) && (uVar7 == ((int)uVar7 / 0x13) * 0x13)) {
07,140123620_stage_07_gameplay_update_candidate.c,74,stage_spawn_dispatch_candidate,"0x70,0x4b0,DAT_140e9fd1c % 0x259 + 0x3c,0x30c",if ((uVar7 < 0x5a) && (uVar7 == ((int)uVar7 / 0x19) * 0x19)) {
07,140123620_stage_07_gameplay_update_candidate.c,78,stage_spawn_dispatch_candidate,"7,5000,0x168,0",if ((int)uVar9 == 0x514) {
07,140123620_stage_07_gameplay_update_candidate.c,82,stage_spawn_dispatch_candidate,"0x73,7000,0xf0,0",if ((int)uVar9 == 0x514) { | if ((int)uVar9 == 0x5b4) {
07,140123620_stage_07_gameplay_update_candidate.c,86,stage_spawn_dispatch_candidate,"0x73,6000,0x1e0,0",if ((int)uVar9 == 0x5b4) { | if ((int)uVar9 == 0x6a4) {
07,140123620_stage_07_gameplay_update_candidate.c,91,stage_spawn_dispatch_candidate,"0x74,0x4b0,0x21c - (int)(uVar7 * 3) % 0x168,0x334",if ((int)uVar9 == 0x6a4) { | if ((uVar7 < 200) && (uVar7 == ((int)uVar7 / 0x2b) * 0x2b)) {
